Q41,Q41A1,Q41A2,Q41A3,Q40,Q33,Q42A1,Q42A3,Q42A5,D_IND,D_INDSIZE1,WT,year
2, , , ,1,2,4,4,3,8,82,6.606347971,2020
1,1,0,0,1,1,5,4,4,8,82,6.606347971,2020
1,0,1,0,1,2,4,4,4,9,91,3.846089523,2020
1,0,0,1,1,2,4,3,2,9,91,3.846089523,2020
2, , , ,1,3,3,2,3,9,91,3.846089523,2020
1,0,1,0,2,1,4,5,4,9,91,3.908805887,2020
2, , , ,1,2,3,2,3,9,91,3.846089523,2020
2, , , ,1,2,3,3,2,99,91,3.415230208,2020
1,0,0,1,1,2,4,3,4,9,91,3.908805887,2020
2, , , ,1,2,5,4,4,9,92,3.737830091,2020
1,1,0,0,1,2,4,4,3,9,92,3.737830091,2020
1,1,0,0,1,2,3,4,3,9,92,3.737830091,2020
1,1,0,0,1,2,4,4,3,9,92,3.737830091,2020
1,1,0,0,2,2,4,3,4,9,93,1.541176901,2020
1,1,0,0,1,2,4,3,3,9,93,1.541176901,2020
1,1,0,0,1,2,4,2,3,9,93,1.541176901,2020
1,1,0,0,1,2,4,4,5,9,93,1.541176901,2020
1,1,0,0,1,2,3,4,3,9,93,1.541176901,2020
1,1,0,0,1,1,4,4,4,99,93,1.732699138,2020
1,1,0,0,1,1,5,4,4,99,93,1.760953444,2020
1,1,0,0,1,3,4,4,4,99,93,1.732699138,2020
2, , , ,1,2,3,2,4,10,101,22.87014593,2020
2, , , ,1,2,3,2,4,99,101,20.30811107,2020
2, , , ,1,2,4,4,2,99,101,26.29724397,2020
2, , , ,1,2,3,4,4,99,101,23.24307859,2020
2, , , ,1,3,5,3,3,10,102,4.01423402,2020
2, , , ,1,3,3,3,3,10,102,4.01423402,2020
1,0,1,0,1,2,5,4,3,10,102,4.01423402,2020
2, , , ,1,3,4,3,3,99,102,5.198085189,2020
2, , , ,1,2,3,4,2,10,102,4.01423402,2020
1,1,0,0,2,2,4,3,4,10,103,1.395767164,2020
2, , , ,1,1,5,2,3,10,103,1.395767164,2020
1,0,1,0,1,2,3,5,3,10,103,1.395767164,2020
1,0,1,0,1,2,3,4,3,10,103,1.373372232,2020
1,1,0,0,1,2,5,4,4,10,103,1.373372232,2020
1,0,1,0,1,2,4,4,3,10,103,1.395767164,2020
2, , , ,1,3,3,2,2,10,103,1.395767164,2020
1,0,0,1,1,2,4,5,3,10,103,1.373372232,2020
1,1,0,0,1,2,3,2,3,99,103,1.158728421,2020
1,1,0,0,2,2,4,4,4,99,103,1.326190095,2020
1,0,0,1,2,2,5,4,4,11,111,32.46173049,2020
2, , , ,1,2,5,5,5,11,111,32.46173049,2020
2, , , ,1,2,5,5,4,99,111,37.32613029,2020
1,0,0,1,1,2,5,5,4,11,111,32.99106859,2020
1,0,0,1,1,2,5,5,5,11,111,32.46173049,2020
1,0,0,1,3,2,5,4,5,11,111,28.82519555,2020
1,0,0,1,3,2,5,5,5,11,111,32.99106859,2020
1,0,0,1,3,3,4,4,4,11,111,28.82519555,2020
2, , , ,1,3,4,3,3,99,112,7.578333964,2020
1,0,0,1,3,2,5,5,5,11,112,6.698185257,2020
1,0,0,1,1,2,5,5,5,11,112,5.852386966,2020
1,0,0,1,2,2,5,4,5,11,112,6.698185257,2020
1,0,0,1,3,2,4,3,3,11,112,6.590713605,2020
1,0,0,1,2,3,4,5,4,11,112,6.698185257,2020
1,0,0,1,3,2,5,5,5,11,112,6.590713605,2020
1,0,0,1,3,2,5,5,5,11,112,6.698185257,2020
1,0,0,1,3,2,4,4,3,11,112,6.590713605,2020
1,0,0,1,3,2,5,4,4,11,112,6.590713605,2020
1,1,0,1,4,2,5,4,4,11,112,6.590713605,2020
1,0,0,1,2,3,4,3,3,11,112,5.852386966,2020
1,0,0,1,2,2,5,5,5,11,112,6.698185257,2020
1,0,0,1,3,2,5,5,5,99,113,1.54718108,2020
1,1,0,1,4,2,5,5,5,11,113,1.742370669,2020
1,0,0,1,1,2,4,3,4,11,113,1.742370669,2020
1,0,0,1,3,2,4,4,3,11,113,1.742370669,2020
1,0,1,1,4,2,5,5,5,99,113,1.770782684,2020
1,1,0,1,4,2,5,5,5,99,113,1.54718108,2020
1,0,1,0,1,2,3,3,2,12,121,28.27407019,2020
2, , , ,1,2,3,4,2,12,121,28.73512209,2020
1,0,1,0,1,3,4,3,2,12,121,28.27407019,2020
2, , , ,1,2,4,2,3,12,121,32.51094786,2020
1,0,1,0,1,3,4,3,3,12,121,28.73512209,2020
2, , , ,1,2,4,3,2,12,121,25.10665912,2020
1,0,1,0,1,3,4,3,3,12,121,25.10665912,2020
1,0,1,0,1,3,3,3,3,12,121,28.27407019,2020
1,0,1,0,1,3,3,3,3,12,121,37.20949297,2020
2, , , ,1,2,2,3,2,12,121,36.61247071,2020
2, , , ,1,2,3,1,2,12,121,28.73512209,2020
2, , , ,1,2,3,3,2,12,121,36.61247071,2020
2, , , ,1,3,3,5,2,12,121,37.20949297,2020
1,0,1,0,1,3,4,4,2,12,121,36.61247071,2020
1,0,1,0,1,3,4,3,2,12,121,28.73512209,2020
1,0,1,0,1,3,4,3,2,12,121,28.73512209,2020
2, , , ,1,3,4,3,3,12,121,32.51094786,2020
2, , , ,1,3,4,4,3,12,121,28.73512209,2020
2, , , ,1,3,4,4,3,12,122,6.445039547,2020
1,0,1,0,1,3,4,3,2,12,122,7.410830606,2020
2, , , ,1,2,3,3,2,12,122,7.410830606,2020
1,0,1,0,1,2,4,4,3,12,122,6.445039547,2020
1,0,1,0,1,3,4,3,2,12,122,5.723032088,2020
1,1,0,0,1,3,4,3,2,12,122,6.445039547,2020
1,0,1,0,1,3,4,3,2,12,122,6.445039547,2020
2, , , ,1,2,4,4,4,12,122,6.445039547,2020
1,0,1,0,1,2,4,4,2,12,122,6.550135761,2020
1,0,1,0,1,3,4,4,3,12,122,6.550135761,2020
1,0,1,0,3,2,5,4,4,12,122,6.445039547,2020
1,0,1,0,1,2,4,4,3,12,122,6.550135761,2020
1,0,1,0,1,3,4,4,3,12,122,6.550135761,2020
1,0,1,0,1,2,4,4,3,12,122,5.723032088,2020
1,0,1,0,1,2,4,3,3,12,122,5.723032088,2020
1,0,1,0,1,3,4,4,2,99,122,8.345767698,2020
1,1,0,0,1,3,4,3,2,12,122,6.550135761,2020
1,0,0,1,1,2,4,3,2,12,122,6.445039547,2020
1,0,1,0,1,3,4,4,3,12,122,6.550135761,2020
1,1,0,0,1,3,4,3,3,12,122,6.445039547,2020
1,0,1,0,1,2,4,3,3,12,122,6.445039547,2020
1,0,1,0,1,3,4,4,3,12,122,7.410830606,2020
1,0,1,0,1,2,4,3,2,12,122,6.445039547,2020
2, , , ,1,2,4,4,2,12,122,5.723032088,2020
1,0,0,1,1,2,4,3,2,12,122,6.550135761,2020
2, , , ,1,2,4,3,1,12,122,6.550135761,2020
2, , , ,1,2,3,3,2,12,122,6.550135761,2020
2, , , ,1,2,4,4,3,12,122,5.723032088,2020
2, , , ,1,2,4,3,2,12,122,6.445039547,2020
1,1,0,0,1,3,4,4,3,12,122,6.445039547,2020
1,1,0,0,1,3,4,4,3,12,122,6.445039547,2020
2, , , ,1,2,4,4,4,12,123,1.880834178,2020
1,0,1,0,1,3,4,3,3,12,123,1.880834178,2020
1,0,1,0,1,3,4,4,3,12,123,1.670133174,2020
1,1,0,0,1,2,4,3,3,12,123,1.911504052,2020
2, , , ,1,2,5,5,5,12,123,1.670133174,2020
1,0,1,0,1,3,4,4,2,12,123,1.670133174,2020
2, , , ,1,2,3,4,3,12,123,1.880834178,2020
1,0,1,0,1,2,3,4,2,12,123,1.911504052,2020
1,0,1,0,1,2,3,3,2,12,123,1.911504052,2020
1,0,1,0,1,2,4,4,4,12,123,1.880834178,2020
1,0,1,0,1,2,4,3,2,99,123,2.4752321,2020
2, , , ,1,2,3,2,2,12,123,1.911504052,2020
2, , , ,1,2,3,3,3,12,123,1.880834178,2020
1,0,1,0,1,2,4,3,4,12,123,1.880834178,2020
2, , , ,1,2,4,3,3,12,123,1.880834178,2020
1,0,1,0,1,2,5,5,5,12,123,1.880834178,2020
2, , , ,1,2,3,4,3,12,123,1.911504052,2020
1,0,1,0,1,2,4,4,4,12,123,1.880834178,2020
1,0,1,0,1,1,4,5,4,12,123,1.880834178,2020
2, , , ,1,2,4,4,2,12,123,1.911504052,2020
1,0,1,0,1,2,4,3,4,12,123,1.880834178,2020
2, , , ,1,2,4,5,3,12,123,1.880834178,2020
2, , , ,1,2,3,2,2,12,123,1.880834178,2020
1,0,1,0,1,2,4,4,3,12,123,1.911504052,2020
1,0,1,0,1,2,5,4,3,12,123,1.911504052,2020
1,0,1,0,1,2,4,4,2,12,123,1.880834178,2020
2, , , ,1,3,4,3,3,12,123,1.911504052,2020
1,0,1,0,1,2,4,5,2,12,123,1.670133174,2020
1,0,1,0,1,2,4,4,3,12,123,1.269644019,2020
2, , , ,1,2,3,4,3,12,123,1.290347504,2020
1,0,1,0,1,2,3,4,2,12,123,1.290347504,2020
1,0,1,0,1,3,4,4,3,12,123,1.269644019,2020
1,0,1,0,1,3,4,3,2,12,123,1.269644019,2020
2, , , ,1,2,5,4,3,12,123,1.269644019,2020
1,0,0,1,1,2,3,3,4,12,123,1.269644019,2020
1,0,1,0,1,1,4,4,3,12,123,1.269644019,2020
1,0,1,0,1,3,4,4,3,12,123,1.269644019,2020
1,0,1,0,1,2,5,4,4,12,123,1.269644019,2020
1,0,1,0,1,2,4,4,2,12,123,1.290347504,2020
1,0,1,0,1,2,4,4,2,99,123,1.127411772,2020
1,0,0,1,1,2,5,5,5,13,131,20.4209512,2020
2, , , ,1,2,5,4,4,99,131,26.87456157,2020
1,0,0,1,1,2,4,3,4,13,131,20.4209512,2020
1,0,0,1,1,2,5,3,4,13,131,20.4209512,2020
1,0,0,1,1,3,5,4,4,99,131,26.87456157,2020
1,0,0,1,3,2,5,4,4,13,131,20.753946,2020
2, , , ,1,2,4,4,4,99,131,18.13328811,2020
1,0,0,1,1,2,5,5,4,99,132,2.436859015,2020
1,0,0,1,1,2,5,4,4,99,132,3.206976844,2020
1,0,0,1,2,3,4,4,4,14,141,33.96031836,2020
1,0,0,1,2,3,5,4,4,14,141,30.15590367,2020
1,0,0,1,2,2,4,4,4,14,141,30.15590367,2020
1,0,0,1,2,2,5,4,4,14,141,34.51409323,2020
1,0,0,1,1,3,4,4,4,14,141,33.96031836,2020
1,0,0,1,1,2,5,4,4,14,141,33.96031836,2020
1,0,0,1,3,2,5,4,4,99,141,26.22593904,2020
2, , , ,1,2,4,3,3,14,141,33.96031836,2020
2, , , ,1,2,5,4,4,14,141,33.96031836,2020
1,0,0,1,3,2,5,5,4,14,142,7.615190773,2020
1,0,0,1,1,2,5,5,5,14,142,7.615190773,2020
1,0,0,1,3,2,5,5,5,14,142,7.73936809,2020
1,0,1,0,3,2,5,5,5,14,142,7.73936809,2020
1,0,0,1,1,2,5,4,4,14,142,7.73936809,2020
1,0,0,1,2,3,4,4,4,14,142,7.615190773,2020
1,0,0,1,2,2,4,3,3,14,142,6.762096777,2020
1,0,0,1,3,2,4,4,4,14,142,7.73936809,2020
1,0,0,1,1,2,5,5,4,14,142,7.615190773,2020
1,0,0,1,3,2,5,4,5,14,142,7.615190773,2020
1,0,0,1,3,2,5,4,3,14,142,6.762096777,2020
1,0,0,1,1,2,5,4,4,14,142,7.615190773,2020
1,0,0,1,3,2,5,5,4,14,142,7.615190773,2020
1,0,0,1,2,2,5,4,4,14,142,6.762096777,2020
1,0,1,0,1,2,5,5,5,14,142,7.615190773,2020
1,0,0,1,1,2,5,4,4,14,142,7.73936809,2020
1,0,0,1,3,3,5,4,4,14,142,7.615190773,2020
1,0,0,1,1,2,5,5,5,14,142,7.73936809,2020
1,0,1,1,3,2,5,5,5,14,143,1.64955048,2020
1,1,0,1,3,2,5,5,5,14,143,1.64955048,2020
1,0,1,1,3,2,5,5,5,14,143,1.67644892,2020
1,1,0,1,1,2,5,5,5,14,143,1.67644892,2020
1,0,1,1,1,2,5,5,5,14,143,1.67644892,2020
1,0,1,1,1,2,5,5,5,14,143,1.64955048,2020
1,1,0,1,3,2,5,5,5,14,143,1.64955048,2020
1,1,0,1,3,2,5,5,5,14,143,1.64955048,2020
1,0,0,1,1,2,4,4,3,15,151,6.715126847,2020
2, , , ,1,3,4,4,4,15,151,6.715126847,2020
2, , , ,1,3,4,4,3,15,151,5.185773156,2020
2, , , ,1,3,4,4,4,15,151,5.270335108,2020
2, , , ,1,2,3,3,3,15,151,6.715126847,2020
2, , , ,1,3,4,4,3,15,151,6.824627247,2020
2, , , ,1,2,4,4,4,15,151,6.824627247,2020
2, , , ,1,3,4,3,3,15,151,5.185773156,2020
2, , , ,1,3,3,3,3,15,151,5.270335108,2020
2, , , ,1,2,3,2,3,15,151,6.715126847,2020
2, , , ,1,3,4,3,3,15,151,5.270335108,2020
2, , , ,1,3,4,3,3,15,151,6.715126847,2020
1,0,0,1,1,2,5,3,3,15,151,5.270335108,2020
2, , , ,1,3,4,4,4,99,152,3.364464608,2020
2, , , ,1,2,4,3,3,15,152,3.31048214,2020
2, , , ,1,3,4,4,4,15,152,3.31048214,2020
2, , , ,1,2,4,4,4,99,152,3.364464608,2020
2, , , ,1,3,4,3,3,16,161,34.48058211,2020
2, , , ,1,2,4,4,4,16,161,35.04284067,2020
2, , , ,1,3,4,3,3,16,161,34.48058211,2020
2, , , ,1,2,4,4,4,16,161,35.04284067,2020
2, , , ,1,3,4,4,3,16,161,26.627714,2020
2, , , ,1,3,4,4,4,16,161,27.06191954,2020
2, , , ,1,3,4,4,3,16,161,35.04284067,2020
2, , , ,1,2,5,4,4,16,161,26.627714,2020
2, , , ,1,2,4,4,3,99,161,30.61788472,2020
2, , , ,1,3,4,4,3,16,161,27.06191954,2020
2, , , ,1,3,4,3,3,16,161,27.06191954,2020
2, , , ,1,2,5,5,4,99,161,30.61788472,2020
2, , , ,1,2,4,3,3,99,161,23.64473647,2020
2, , , ,1,3,4,4,4,16,162,1.818736774,2020
2, , , ,1,3,4,3,3,99,162,1.61499225,2020
1,0,1,0,1,2,4,4,4,99,162,2.355106514,2020
2, , , ,1,3,4,4,3,16,162,1.848394055,2020
2, , , ,1,3,4,3,3,16,162,1.818736774,2020
2, , , ,1,3,4,3,3,16,162,1.818736774,2020
2, , , ,1,3,4,4,3,16,162,1.848394055,2020
2, , , ,1,3,4,3,3,16,162,1.848394055,2020
2, , , ,1,3,4,3,3,16,162,1.848394055,2020
2, , , ,1,3,4,4,3,16,162,1.818736774,2020
2, , , ,1,3,4,3,3,99,162,2.393510123,2020
2, , , ,1,3,4,4,3,16,162,1.848394055,2020
2, , , ,1,2,4,3,3,16,162,1.848394055,2020
1,0,0,1,1,2,3,4,2,99,162,1.61499225,2020
2, , , ,1,2,4,4,3,16,162,1.848394055,2020
2, , , ,1,3,4,4,3,16,162,1.848394055,2020
1,1,0,0,1,2,3,4,4,99,163,1.169882819,2020
2, , , ,1,2,4,2,2,1,11,9.118630734,2020
2, , , ,1,1,4,3,2,1,11,9.118630734,2020
2, , , ,1,3,4,3,3,1,11,7.04188492,2020
1,0,1,0,1,3,4,4,3,1,11,7.04188492,2020
2, , , ,1,2,4,4,4,1,11,6.152686726,2020
1,0,1,0,1,3,4,4,3,1,11,9.118630734,2020
1,0,1,0,1,2,4,4,3,1,11,7.04188492,2020
1,0,1,0,1,3,4,3,2,1,11,8.972323298,2020
2, , , ,1,2,3,3,3,1,11,9.118630734,2020
2, , , ,1,2,5,2,4,1,12,2.091422326,2020
1,0,0,1,1,3,3,4,3,2,21,44.3153497,2020
2, , , ,1,2,4,5,3,2,21,44.3153497,2020
2, , , ,1,3,3,4,4,2,21,44.3153497,2020
2, , , ,1,2,3,3,4,2,21,44.3153497,2020
2, , , ,1,2,3,3,2,2,21,56.46380892,2020
2, , , ,1,2,3,3,3,2,21,56.46380892,2020
2, , , ,1,2,5,4,2,2,21,38.7195285,2020
2, , , ,1,2,3,3,3,2,21,44.3153497,2020
2, , , ,1,3,3,3,4,2,21,44.3153497,2020
2, , , ,1,2,4,2,2,2,21,56.46380892,2020
1,0,1,1,1,1,4,5,4,2,21,57.38453757,2020
2, , , ,1,2,4,5,4,2,21,38.7195285,2020
2, , , ,1,2,4,4,3,2,21,44.3153497,2020
1,0,1,1,1,2,4,4,3,2,21,44.3153497,2020
1,0,0,1,1,2,5,4,2,2,21,50.13843405,2020
2, , , ,1,2,4,2,3,2,21,44.3153497,2020
2, , , ,1,2,3,4,4,2,21,43.60431474,2020
2, , , ,1,3,3,4,3,2,21,44.3153497,2020
2, , , ,1,2,4,4,3,2,21,44.3153497,2020
1,0,1,0,1,2,4,3,3,2,21,43.60431474,2020
2, , , ,1,2,4,4,3,2,21,43.60431474,2020
1,0,1,0,1,3,4,3,3,2,21,43.60431474,2020
2, , , ,1,2,4,2,2,2,21,44.3153497,2020
2, , , ,1,3,3,4,4,2,21,44.3153497,2020
1,1,0,0,1,2,5,3,4,2,21,44.3153497,2020
1,0,1,0,1,2,4,4,4,2,21,56.46380892,2020
2, , , ,1,2,5,4,2,2,21,38.7195285,2020
1,1,0,0,1,3,4,4,4,2,21,44.3153497,2020
2, , , ,1,3,2,4,2,2,21,57.38453757,2020
2, , , ,1,3,5,4,5,2,21,57.38453757,2020
2, , , ,1,2,3,4,4,2,21,44.3153497,2020
2, , , ,1,3,4,4,3,2,21,43.60431474,2020
1,0,1,0,1,3,3,5,4,2,21,44.3153497,2020
2, , , ,1,3,4,4,3,2,21,43.60431474,2020
1,0,1,0,1,3,4,4,3,2,21,43.60431474,2020
1,0,1,0,1,2,3,3,3,2,21,44.3153497,2020
2, , , ,1,2,5,3,2,2,21,38.7195285,2020
2, , , ,1,2,4,4,3,2,21,44.3153497,2020
2, , , ,1,3,4,4,3,2,21,43.60431474,2020
2, , , ,1,3,3,3,3,2,21,44.3153497,2020
1,0,1,0,1,3,4,4,3,2,22,9.131468998,2020
2, , , ,1,2,3,2,3,2,22,8.108513486,2020
1,0,1,1,1,2,3,4,4,2,22,12.01727693,2020
1,0,1,0,1,3,4,3,3,2,22,9.131468998,2020
1,0,1,0,1,2,4,4,2,2,22,9.280371548,2020
2, , , ,1,3,4,4,4,2,22,9.280371548,2020
1,0,0,1,1,3,4,4,4,2,22,9.280371548,2020
2, , , ,1,2,5,4,4,2,22,9.280371548,2020
1,0,1,0,1,3,4,3,3,2,22,9.131468998,2020
1,0,1,0,1,3,4,3,3,2,22,9.131468998,2020
2, , , ,1,2,4,4,4,2,22,12.01727693,2020
1,1,0,0,1,2,5,4,4,2,22,9.280371548,2020
1,0,1,0,1,3,4,4,4,2,22,9.131468998,2020
2, , , ,1,2,4,4,4,2,22,9.280371548,2020
1,0,1,0,1,2,4,3,3,2,22,9.131468998,2020
1,0,1,0,1,3,4,4,3,2,22,9.131468998,2020
2, , , ,1,2,3,3,1,2,22,9.280371548,2020
1,0,0,1,1,2,5,4,5,2,22,8.108513486,2020
2, , , ,1,2,5,5,3,2,22,8.108513486,2020
2, , , ,1,1,4,4,2,2,22,9.280371548,2020
2, , , ,1,3,4,4,3,2,22,9.131468998,2020
1,0,0,1,1,2,4,2,3,2,22,10.4998223,2020
2, , , ,1,2,2,5,2,2,22,8.108513486,2020
2, , , ,1,1,4,5,4,2,22,9.280371548,2020
2, , , ,1,2,4,2,2,2,22,9.280371548,2020
2, , , ,1,2,4,2,1,2,22,9.280371548,2020
2, , , ,1,2,4,3,2,2,22,10.4998223,2020
1,0,0,1,1,2,4,4,4,2,22,9.131468998,2020
1,0,1,0,1,3,4,4,3,2,22,9.131468998,2020
2, , , ,1,2,3,3,3,2,22,9.280371548,2020
1,0,1,0,1,3,4,3,3,2,22,9.131468998,2020
2, , , ,1,2,3,3,3,2,22,9.280371548,2020
1,0,1,0,1,1,4,2,3,2,22,9.280371548,2020
1,0,1,0,1,2,4,4,3,2,22,9.131468998,2020
2, , , ,1,2,3,5,3,2,22,12.01727693,2020
2, , , ,1,2,4,4,2,2,22,9.280371548,2020
2, , , ,1,1,4,4,4,2,22,9.280371548,2020
1,1,0,0,1,2,5,2,1,2,22,9.131468998,2020
1,1,0,0,1,2,5,4,4,2,22,9.280371548,2020
2, , , ,1,2,3,3,3,2,22,9.280371548,2020
2, , , ,1,1,4,3,4,2,22,9.280371548,2020
2, , , ,1,2,4,4,4,2,22,8.108513486,2020
1,1,0,0,1,1,4,3,4,2,22,9.280371548,2020
1,0,0,1,1,1,4,5,2,2,22,9.280371548,2020
1,1,0,0,2,1,4,4,5,2,22,9.280371548,2020
2, , , ,1,2,3,4,3,2,22,9.280371548,2020
1,1,0,0,1,2,4,3,3,2,22,9.280371548,2020
1,0,1,0,1,2,3,3,2,2,22,9.131468998,2020
1,0,0,1,1,2,5,5,5,2,23,1.991413322,2020
1,0,0,1,1,2,5,5,3,2,23,2.023886358,2020
1,1,0,0,1,2,4,4,3,2,23,1.991413322,2020
2, , , ,1,2,4,4,3,2,23,1.768324656,2020
2, , , ,1,2,3,4,3,2,23,1.768324656,2020
2, , , ,1,2,4,4,4,2,23,2.023886358,2020
1,1,0,0,1,2,4,4,4,2,23,2.023886358,2020
1,1,0,0,1,2,4,4,4,2,23,1.991413322,2020
1,1,0,0,1,2,4,5,3,2,23,2.023886358,2020
1,1,0,0,1,2,4,4,4,2,23,1.768324656,2020
1,1,0,0,2,1,5,3,5,2,23,2.023886358,2020
1,0,0,1,1,2,4,5,3,2,23,1.991413322,2020
1,1,0,0,1,2,4,4,4,2,23,2.023886358,2020
1,1,0,0,1,1,4,3,2,2,23,2.023886358,2020
1,1,0,0,1,2,4,4,4,2,23,2.023886358,2020
1,1,0,0,1,2,4,4,3,2,23,2.023886358,2020
1,1,0,0,1,2,4,4,4,2,23,1.991413322,2020
1,1,0,0,1,2,4,4,4,2,23,2.023886358,2020
1,1,0,0,1,2,4,5,5,2,23,1.768324656,2020
2, , , ,1,3,3,2,3,3,31,19.52089454,2020
2, , , ,1,3,4,4,3,3,31,19.83921254,2020
2, , , ,1,3,4,4,4,3,31,19.83921254,2020
1,0,1,0,1,3,4,3,3,3,31,19.83921254,2020
2, , , ,1,2,4,3,3,3,32,3.780974472,2020
2, , , ,1,2,4,4,4,3,32,3.780974472,2020
2, , , ,1,3,4,4,3,4,41,37.43302864,2020
2, , , ,1,3,4,3,3,4,41,38.04343135,2020
2, , , ,1,2,4,4,3,4,41,33.23958255,2020
1,0,1,0,1,3,4,4,3,4,41,38.04343135,2020
1,0,1,0,1,2,4,4,3,4,41,37.43302864,2020
2, , , ,1,2,4,3,3,4,41,33.23958255,2020
2, , , ,1,3,3,3,3,4,41,38.04343135,2020
2, , , ,1,2,2,3,3,4,41,37.43302864,2020
2, , , ,1,3,4,4,3,4,41,38.04343135,2020
2, , , ,1,3,4,3,3,4,41,38.04343135,2020
2, , , ,1,3,4,4,3,4,41,33.23958255,2020
2, , , ,1,3,4,3,3,4,41,38.04343135,2020
2, , , ,1,2,4,3,3,4,41,38.04343135,2020
2, , , ,1,3,4,3,3,4,41,38.04343135,2020
2, , , ,1,3,4,3,3,4,41,38.04343135,2020
2, , , ,1,2,5,4,2,4,41,37.43302864,2020
2, , , ,1,2,4,1,1,4,41,33.23958255,2020
2, , , ,1,2,2,4,2,4,41,37.43302864,2020
2, , , ,1,2,4,4,3,4,41,38.04343135,2020
2, , , ,1,3,3,3,3,4,41,38.04343135,2020
2, , , ,1,3,3,3,3,4,41,37.43302864,2020
2, , , ,1,3,4,4,4,4,41,37.43302864,2020
2, , , ,1,3,4,4,4,4,41,33.23958255,2020
2, , , ,1,3,4,3,3,4,42,7.263913131,2020
2, , , ,1,2,4,4,3,4,42,7.38236233,2020
1,0,0,1,1,2,5,5,3,4,42,7.263913131,2020
1,1,0,0,1,2,4,4,4,4,42,7.38236233,2020
1,0,1,0,1,2,4,4,3,4,42,7.38236233,2020
2, , , ,1,2,4,4,3,4,42,7.263913131,2020
2, , , ,1,3,4,4,3,4,42,7.263913131,2020
2, , , ,1,2,4,4,4,4,42,6.450171117,2020
2, , , ,1,3,4,3,3,4,42,7.38236233,2020
2, , , ,1,3,3,4,3,4,42,6.450171117,2020
2, , , ,1,2,2,4,2,4,42,7.263913131,2020
2, , , ,1,3,4,4,4,4,43,1.809348776,2020
2, , , ,1,2,4,4,4,4,43,1.838852971,2020
2, , , ,1,2,4,4,4,4,43,1.809348776,2020
1,1,0,0,1,2,4,5,4,4,43,1.838852971,2020
2, , , ,1,2,4,4,3,5,51,40.05678639,2020
1,0,0,1,1,2,3,3,1,5,51,40.05678639,2020
2, , , ,1,2,3,3,3,5,51,40.70997348,2020
1,0,0,1,1,2,3,4,1,5,51,40.05678639,2020
1,0,0,1,1,2,4,4,4,5,51,40.05678639,2020
2, , , ,1,2,3,3,1,5,51,51.87006713,2020
2, , , ,1,2,3,4,1,5,51,40.05678639,2020
1,0,1,0,1,2,3,3,3,5,51,52.7158878,2020
2, , , ,1,2,4,3,3,5,51,40.05678639,2020
2, , , ,1,2,3,3,3,5,51,40.05678639,2020
2, , , ,1,2,4,5,3,5,51,40.70997348,2020
2, , , ,1,3,4,4,3,5,51,40.05678639,2020
2, , , ,1,2,4,4,1,5,51,40.05678639,2020
2, , , ,1,2,3,4,4,5,51,40.05678639,2020
2, , , ,1,2,3,3,3,5,51,35.56941306,2020
2, , , ,1,3,5,2,3,5,51,40.05678639,2020
2, , , ,1,2,3,3,2,5,51,40.70997348,2020
2, , , ,1,2,5,4,3,6,61,26.22633103,2020
1,0,1,0,1,2,4,4,3,6,61,26.22633103,2020
2, , , ,1,2,4,3,2,6,61,26.65399142,2020
1,0,1,0,1,2,4,3,3,6,61,26.22633103,2020
1,0,1,0,1,2,4,3,2,6,62,5.931957464,2020
1,0,1,0,1,2,3,5,3,6,62,6.680322573,2020
1,0,1,0,1,2,4,4,4,6,62,6.789255437,2020
1,0,1,0,1,2,4,4,2,6,62,5.931957464,2020
1,0,1,0,1,3,4,4,3,6,62,5.931957464,2020
2, , , ,1,2,2,4,2,6,62,6.789255437,2020
2, , , ,1,2,3,3,3,6,62,6.680322573,2020
2, , , ,1,1,4,3,2,6,62,6.789255437,2020
2, , , ,1,2,3,3,4,6,62,6.789255437,2020
2, , , ,1,3,4,4,3,6,62,6.680322573,2020
1,1,0,0,1,3,4,4,4,6,63,1.7949255,2020
1,0,1,0,1,3,4,4,4,6,63,1.7949255,2020
1,0,1,0,1,2,4,4,4,6,63,1.7949255,2020
1,0,1,0,1,2,4,4,4,6,63,1.7949255,2020
1,0,0,1,2,2,4,4,3,7,71,45.06719054,2020
1,0,0,1,2,2,5,4,4,7,71,34.80324829,2020
1,0,0,1,2,3,5,4,5,7,71,45.06719054,2020
1,0,0,1,1,2,4,3,4,7,71,45.80207992,2020
1,0,0,1,1,2,5,5,4,7,71,34.80324829,2020
1,0,0,1,3,2,5,4,4,7,71,45.80207992,2020
1,0,0,1,1,2,4,3,4,7,71,45.06719054,2020
1,1,0,1,3,2,5,5,5,7,73,1.372625013,2020
2, , , ,1,2,4,3,3,8,81,30.59600286,2020
2, , , ,1,2,4,3,4,8,81,30.59600286,2020
1,0,1,0,1,2,3,4,2,8,81,30.59600286,2020
2, , , ,1,2,3,4,2,99,81,27.1684766,2020
1,0,0,1,1,2,3,4,3,8,81,30.59600286,2020
1,1,0,0,1,2,4,4,4,99,82,5.772146227,2020
2, , , ,1,2,4,4,3,99,82,5.772146227,2020
2, , , ,1,2,2,2,2,9,91,3.846089523,2020
2, , , ,1,2,4,3,3,9,91,3.846089523,2020
1,1,0,0,1,2,5,5,4,9,92,3.737830091,2020
2, , , ,1,2,3,3,3,99,101,23.24307859,2020
2, , , ,1,2,3,3,4,10,101,22.87014593,2020
